nama	hospital	address	keyword	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	keyword10	keyword11	keyword12
Bekasi	RS Hermina Metland	Perumahan Metland Cibitung	RS Hermina Metland Bekasi	RS	Hermina	Metland	Bekasi								
Banyuasin	RS Hermina OPI Jakabaring	Jl. Gub H A Bastari RT 026 Dusun II Desa Sungai Kedukan Kec Rambutan	RS Hermina OPI Jakabaring Banyuasin	RS	Hermina	OPI	Jakabaring	Banyuasin							
Kota Palembang	RS Hermina Palembang	JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG	RS Hermina Palembang Kota Palembang	RS	Hermina	Palembang	Kota	Palembang							
Kota Pekanbaru	RS Hermina Pekanbaru	Jl. Tuanku Tambusai RT. 03 RW. 02 Kel. Delima Kec. Tampan Kota Pekanbaru	RS Hermina Pekanbaru Kota Pekanbaru	RS	Hermina	Pekanbaru	Kota	Pekanbaru							
Kota Tangerang	RS Hermina Periuk Tangerang	Jl. Moh. Toha Kp. Nagrak RT.004/006 Kel.Periuk, Kec. Periuk	RS Hermina Periuk Tangerang Kota Tangerang	RS	Hermina	Periuk	Tangerang	Kota	Tangerang						
Banyumas	RS Hermina Purwokerto	Jl. Yos Sudarso RT 003 RW 001 Karanglewas Lor Kec.Purwokerto Barat, Kab. Banyumas	RS Hermina Purwokerto Banyumas	RS	Hermina	Purwokerto	Banyumas								
Kota Samarinda	RS Hermina Samarinda	Jl.Teuku Umar Kelurahan Karang Asam Kecamatan Sungai Kunjang	RS Hermina Samarinda Kota Samarinda	RS	Hermina	Samarinda	Kota	Samarinda							
Kota Tangerang Selatan	RS Hermina Serpong	Jl. Raya Puspitek RT. 02 RW. 01 Kelurahan Buaran Kecamatan Serpong	RS Hermina Serpong Kota Tangerang Selatan	RS	Hermina	Serpong	Kota	Tangerang	Selatan						
Kota Makassar	RS Hikmah	Jl. Yosef Latumahina No. 1	RS Hikmah Kota Makassar	RS	Hikmah	Kota	Makassar								
Luwu	RS Hikmah Sejahtera Belopa	Jl. Opoka Trans Sulawesi	RS Hikmah Sejahtera Belopa Luwu	RS	Hikmah	Sejahtera	Belopa	Luwu							
Demak	RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak	Jl. Sultan Hadiwijaya No. 18 Mangunjiwan	RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak Demak	RS	Hj.	Fatimah	Sulhan	PKU	Muhammadiyah	Demak	Demak				
Kota Surabaya	RS Husada Prima	Jl. Karang Tembok No. 39 Surabaya	RS Husada Prima Kota Surabaya	RS	Husada	Prima	Kota	Surabaya							
Kota Surabaya	RS Husada Utama Surabaya	Jl. Prof. Dr. Moestopo 31-33-35 Surabaya	RS Husada Utama Surabaya Kota Surabaya	RS	Husada	Utama	Surabaya	Kota	Surabaya						
Lampung Tengah	RS Ibu Anak Puti Bungsu	Jalan S. Parman No 02 Bandar Jaya Timur	RS Ibu Anak Puti Bungsu Lampung Tengah	RS	Ibu	Anak	Puti	Bungsu	Lampung	Tengah					
Wonosobo	RS Ibu dan Anak Adina	Jl. Pasukan Ronggolawe No.24, Wonosobo	RS Ibu dan Anak Adina Wonosobo	RS	Ibu	dan	Anak	Adina	Wonosobo						
Klaten	RS Ibu dan Anak Aisyiah	Jl. KH. Hasyim Ashari, Mojayan, Klaten	RS Ibu dan Anak Aisyiah Klaten	RS	Ibu	dan	Anak	Aisyiah	Klaten						
Kota Bandung	RS Ibu dan Anak Al Islam	Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul	RS Ibu dan Anak Al Islam Kota Bandung	RS	Ibu	dan	Anak	Al	Islam	Kota	Bandung				
Banyumas	RS Ibu dan Anak Amanah	Jl Raya Kebokura No.37 Kec Sumpiuh Kab Banyumas	RS Ibu dan Anak Amanah Banyumas	RS	Ibu	dan	Anak	Amanah	Banyumas						
Kota Metro	RS Ibu dan Anak Anugerah Medical Center Metro	Jl. Kunang 15 Kauman, Metro	RS Ibu dan Anak Anugerah Medical Center Metro Kota Metro	RS	Ibu	dan	Anak	Anugerah	Medical	Center	Metro	Kota	Metro		
Bogor	RS Ibu dan Anak Assalam	Jl. Raya Bogor KM 46,7 Cibinong Bogor	RS Ibu dan Anak Assalam Bogor	RS	Ibu	dan	Anak	Assalam	Bogor						
Kota Depok	RS Ibu dan Anak Asyifa Depok	Jl.Raya Depok - Cinere No 09, Rkp. Jaya Baru, Depok	RS Ibu dan Anak Asyifa Depok Kota Depok	RS	Ibu	dan	Anak	Asyifa	Depok	Kota	Depok				
Kota Medan	RS Ibu dan Anak Badrul Aini	Jl Bromo Gg.Sukri No.18 Medan	RS Ibu dan Anak Badrul Aini Kota Medan	RS	Ibu	dan	Anak	Badrul	Aini	Kota	Medan				
Kota Jakarta Timur	RS Ibu dan Anak Bunda Aliyah	Jl. Pahlawan Revolusi No. 100 Pondok Bamabu	RS Ibu dan Anak Bunda Aliyah Kota Jakarta Timur	RS	Ibu	dan	Anak	Bunda	Aliyah	Kota	Jakarta	Timur			
Banyumas	RS Ibu dan Anak Bunda Arif	Jl. Jatiwinangun No. 16 Purwokerto Kab.Banyumas	RS Ibu dan Anak Bunda Arif Banyumas	RS	Ibu	dan	Anak	Bunda	Arif	Banyumas					
Purwakarta	RS Ibu dan Anak Bunda Fathia	Jl. Ibrahim Singadilaga No. 95-97 Purwakarta	RS Ibu dan Anak Bunda Fathia Purwakarta	RS	Ibu	dan	Anak	Bunda	Fathia	Purwakarta					
Kota Tangerang Selatan	RS Ibu dan Anak Cinta Kasih	Jl.Ciputat Baru Raya No.10, Ciputat	RS Ibu dan Anak Cinta Kasih Kota Tangerang Selatan	RS	Ibu	dan	Anak	Cinta	Kasih	Kota	Tangerang	Selatan			
Kota Tangerang Selatan	RS Ibu dan Anak Citra Ananda	Jl.RE Martadinata No.30 Kec.Ciputat Kel. Ciputat Kota.Tangerang Selatan	RS Ibu dan Anak Citra Ananda Kota Tangerang Selatan	RS	Ibu	dan	Anak	Citra	Ananda	Kota	Tangerang	Selatan			
Kota Tangerang Selatan	RS Ibu dan Anak Dhia	Jl Cendrawasih No 90 Sawah Lama	RS Ibu dan Anak Dhia Kota Tangerang Selatan	RS	Ibu	dan	Anak	Dhia	Kota	Tangerang	Selatan				
Purwakarta	RS Ibu dan Anak Dian	Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta	RS Ibu dan Anak Dian Purwakarta	RS	Ibu	dan	Anak	Dian	Purwakarta						
Karanganyar	RS Ibu dan Anak Dian Pertiwi	Jl. Lawu Papahan, Tasikmadu Karanganyar	RS Ibu dan Anak Dian Pertiwi Karanganyar	RS	Ibu	dan	Anak	Dian	Pertiwi	Karanganyar					
Karawang	RS Ibu dan Anak Dr. Djoko Pramono	Jl. Panatayuda I No.35, Karawang	RS Ibu dan Anak Dr. Djoko Pramono Karawang	RS	Ibu	dan	Anak	Dr.	Djoko	Pramono	Karawang				
Lamongan	RS Ibu dan Anak Fatimah Lamongan	Jl. Pahlawan Selatan No. 18	RS Ibu dan Anak Fatimah Lamongan Lamongan	RS	Ibu	dan	Anak	Fatimah	Lamongan	Lamongan					
Bojonegoro	RS Ibu dan Anak Fatma	JL Lettu Suyitno No 2 Desa Campurejo Kecamatan Bojonegoro Kabupaten Bojonegoro	RS Ibu dan Anak Fatma Bojonegoro	RS	Ibu	dan	Anak	Fatma	Bojonegoro						
Tulungagung	RS Ibu dan Anak Fauziah	Jl. Dr. Sutomo 47 Tulungagung	RS Ibu dan Anak Fauziah Tulungagung	RS	Ibu	dan	Anak	Fauziah	Tulungagung						
Kota Tangerang	RS Ibu dan Anak Gebang Medika	Jl Prabu Kian Santang Nomor 30 Kota Tangerang	RS Ibu dan Anak Gebang Medika Kota Tangerang	RS	Ibu	dan	Anak	Gebang	Medika	Kota	Tangerang				
Kota Denpasar	RS Ibu dan Anak Harapan Bunda	Jl. Tukad Unda No. 1 Denpasar	RS Ibu dan Anak Harapan Bunda Kota Denpasar	RS	Ibu	dan	Anak	Harapan	Bunda	Kota	Denpasar				
Pringsewu	RS Ibu dan Anak Harapan Bunda	Jl. KH. Dewantara No. 1269 Primgsewu - Lampung	RS Ibu dan Anak Harapan Bunda Pringsewu	RS	Ibu	dan	Anak	Harapan	Bunda	Pringsewu					
Kudus	RS Ibu dan Anak Harapan Bunda	JL Kudus Jepara km 4 garung lor kaliwungu Kudus	RS Ibu dan Anak Harapan Bunda Kudus	RS	Ibu	dan	Anak	Harapan	Bunda	Kudus					
Tangerang	RS Ibu dan Anak Harapan Mulia	Jl. Raya Pemda Tigaraksa kp. saredang RT 01/RW 01 desa Matagara	RS Ibu dan Anak Harapan Mulia Tangerang	RS	Ibu	dan	Anak	Harapan	Mulia	Tangerang					
Kota Salatiga	RS Ibu dan Anak Hermina Mutiara Bunda	jl. Merak no.8	RS Ibu dan Anak Hermina Mutiara Bunda Kota Salatiga	RS	Ibu	dan	Anak	Hermina	Mutiara	Bunda	Kota	Salatiga			
Tangerang	RS Ibu dan Anak Ilanur	Jl. Raya Serang KM 24 No.1 Balaraja, Kab. Tangerang, Banten	RS Ibu dan Anak Ilanur Tangerang	RS	Ibu	dan	Anak	Ilanur	Tangerang						
Kota Kotamobagu	RS Ibu dan Anak Kasih Fatimah Kotamobagu	Jl. Kolonel Soegiono No. 101 Kelurahan Kotabangon Kecamatan Kotamobagu Timur	RS Ibu dan Anak Kasih Fatimah Kotamobagu Kota Kotamobagu	RS	Ibu	dan	Anak	Kasih	Fatimah	Kotamobagu	Kota	Kotamobagu			
Purworejo	RS Ibu dan Anak Kasih Ibu Purworejo	Jln.Mayjend Sutoyo No.19	RS Ibu dan Anak Kasih Ibu Purworejo Purworejo	RS	Ibu	dan	Anak	Kasih	Ibu	Purworejo	Purworejo				
Bogor	RS Ibu dan Anak Kenari Graha Medika	Griya Kenari Mas Blok B2 Cileungsi Bogor	RS Ibu dan Anak Kenari Graha Medika Bogor	RS	Ibu	dan	Anak	Kenari	Graha	Medika	Bogor				
Kota Bandung	RS Ibu dan Anak Kota Bandung	Jl. KH. Wahid Hasyim No. 311 Bandung	RS Ibu dan Anak Kota Bandung Kota Bandung	RS	Ibu	dan	Anak	Kota	Bandung	Kota	Bandung				
Kota Bandung	RS Ibu dan Anak Limijati	Jl. LLRE. Martadinata No. 39 Kota Bandung	RS Ibu dan Anak Limijati Kota Bandung	RS	Ibu	dan	Anak	Limijati	Kota	Bandung					
Kota Tangerang	RS Ibu dan Anak Makiyah	Jl. KH. Kuding RT. 05 RW. 06 Belendung Benda	RS Ibu dan Anak Makiyah Kota Tangerang	RS	Ibu	dan	Anak	Makiyah	Kota	Tangerang					
Kota Malang	RS Ibu dan Anak Mardi Waloeja Rampal Malang	Jl.WR.Supratman No.1, Malang	RS Ibu dan Anak Mardi Waloeja Rampal Malang Kota Malang	RS	Ibu	dan	Anak	Mardi	Waloeja	Rampal	Malang	Kota	Malang		
Kota Bandung	RS Ibu dan Anak Melinda	Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung	RS Ibu dan Anak Melinda Kota Bandung	RS	Ibu	dan	Anak	Melinda	Kota	Bandung					
Kudus	RS Ibu dan Anak Miriam	Jl. Ahmad Yani 58 Kel. Panjunan Kec. Kota	RS Ibu dan Anak Miriam Kudus	RS	Ibu	dan	Anak	Miriam	Kudus						
Majalengka	RS Ibu dan Anak Mitra Plumbon Majalengka	Jl. Raya Barat Pasar Prapatan No. 109	RS Ibu dan Anak Mitra Plumbon Majalengka Majalengka	RS	Ibu	dan	Anak	Mitra	Plumbon	Majalengka	Majalengka				
Kota Pangkal Pinang	RS Ibu dan Anak Muhaya	Jl.Jend.Sudirman Pangkalpinang Kepulauan Bangka Belitung	RS Ibu dan Anak Muhaya Kota Pangkal Pinang	RS	Ibu	dan	Anak	Muhaya	Kota	Pangkal	Pinang				
Jombang	RS Ibu dan Anak Muslimat Jombang	Jl. Urip Sumohardjo No 34 Jombang	RS Ibu dan Anak Muslimat Jombang Jombang	RS	Ibu	dan	Anak	Muslimat	Jombang	Jombang					
Kota Malang	RS Ibu dan Anak Mutiara Bunda	Jalan Ciujung No. 19 Malang	RS Ibu dan Anak Mutiara Bunda Kota Malang	RS	Ibu	dan	Anak	Mutiara	Bunda	Kota	Malang				
Kota Surabaya	RS Ibu dan Anak Nur Ummi Numbi	Jl. Manukan Tengah 51 J/ 4-6	RS Ibu dan Anak Nur Ummi Numbi Kota Surabaya	RS	Ibu	dan	Anak	Nur	Ummi	Numbi	Kota	Surabaya			
Kota Tangerang	RS Ibu dan Anak PKU Muhammadiyah Cipondoh	Jln Maulana Hasanudin no 63 kel Cipondoh.Kec Cipondoh Kota tangerang	RS Ibu dan Anak PKU Muhammadiyah Cipondoh Kota Tangerang	RS	Ibu	dan	Anak	PKU	Muhammadiyah	Cipondoh	Kota	Tangerang			
Kota Bogor	RS Ibu dan Anak Pasutri	Jl. Merak No.3 Tanah Sareal Kota Bogor	RS Ibu dan Anak Pasutri Kota Bogor	RS	Ibu	dan	Anak	Pasutri	Kota	Bogor					
Purworejo	RS Ibu dan Anak Permata	jl. Mayjend Sutoyo No. 75 Rt 05 Rw 05	RS Ibu dan Anak Permata Purworejo	RS	Ibu	dan	Anak	Permata	Purworejo						
Brebes	RS Ibu dan Anak Permata Insani	Jl. Yos sudarso No 38	RS Ibu dan Anak Permata Insani Brebes	RS	Ibu	dan	Anak	Permata	Insani	Brebes					
Kota Tangerang Selatan	RS Ibu dan Anak Permata Sarana Husada	Jl. Pamulang Permai Blok D3 No. 1-3	RS Ibu dan Anak Permata Sarana Husada Kota Tangerang Selatan	RS	Ibu	dan	Anak	Permata	Sarana	Husada	Kota	Tangerang	Selatan		
Serang	RS Ibu dan Anak Permata Serdang	Jl. Waringin Kurung Rt 001 Rw 003 desa Sedang Kec. Kramatwatu	RS Ibu dan Anak Permata Serdang Serang	RS	Ibu	dan	Anak	Permata	Serdang	Serang					
Kota Tangerang	RS Ibu dan Anak Pratiwi	Jl. RHM Noeradji Kel. Sumur Pacing Kec. Karawaci	RS Ibu dan Anak Pratiwi Kota Tangerang	RS	Ibu	dan	Anak	Pratiwi	Kota	Tangerang					
Kota Denpasar	RS Ibu dan Anak Puri Bunda	Jl. Gatot Subroto VI /19, Denpasar	RS Ibu dan Anak Puri Bunda Kota Denpasar	RS	Ibu	dan	Anak	Puri	Bunda	Kota	Denpasar				
Tabanan	RS Ibu dan Anak Puri Bunda Tabanan	Jl. By Pass Ir. Soekarno Kediri	RS Ibu dan Anak Puri Bunda Tabanan Tabanan	RS	Ibu	dan	Anak	Puri	Bunda	Tabanan	Tabanan				
Kota Surabaya	RS Ibu dan Anak Putri Surabaya	Jl. Arief Rahman Hakim No. 122 Surabaya	RS Ibu dan Anak Putri Surabaya Kota Surabaya	RS	Ibu	dan	Anak	Putri	Surabaya	Kota	Surabaya				
Kota Malang	RS Ibu dan Anak Refa husada	Jl. Mayjen Sungkono No. 9 Tlogowaru Kedung Kandang	RS Ibu dan Anak Refa husada Kota Malang	RS	Ibu	dan	Anak	Refa	husada	Kota	Malang				
Kota Medan	RS Ibu dan Anak Rosiva	Jl Bangka No 15 Medan	RS Ibu dan Anak Rosiva Kota Medan	RS	Ibu	dan	Anak	Rosiva	Kota	Medan					
Kota Malang	RS Ibu dan Anak Rumkitban 05.08.02 Malang	JL. PANGLIMA SUDIRMAN E-20 MALANG	RS Ibu dan Anak Rumkitban 05.08.02 Malang Kota Malang	RS	Ibu	dan	Anak	Rumkitban	05.08.02	Malang	Kota	Malang			
Indragiri Hulu	RS Ibu dan Anak Safira	Jl Sudirman No.79 Air Molek	RS Ibu dan Anak Safira Indragiri Hulu	RS	Ibu	dan	Anak	Safira	Indragiri	Hulu					
Kota Bogor	RS Ibu dan Anak Sawojajar	Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor	RS Ibu dan Anak Sawojajar Kota Bogor	RS	Ibu	dan	Anak	Sawojajar	Kota	Bogor					
Tangerang	RS Ibu dan Anak Selaras	Jl. Raya Serang KM.18,5 Desa Bojong, Kec.Cikupa Kab.Tangerang	RS Ibu dan Anak Selaras Tangerang	RS	Ibu	dan	Anak	Selaras	Tangerang						
Kota Bekasi	RS Ibu dan Anak Selasih Medika	Jl. Raya Bintara No.5 Bekasi Barat	RS Ibu dan Anak Selasih Medika Kota Bekasi	RS	Ibu	dan	Anak	Selasih	Medika	Kota	Bekasi				
Kota Makassar	RS Ibu dan Anak Sentosa	Jl. Jend Sudirman No.52 Makkassar	RS Ibu dan Anak Sentosa Kota Makassar	RS	Ibu	dan	Anak	Sentosa	Kota	Makassar					
Karawang	RS Ibu dan Anak Sentul	Jl. A. Yani No 16 Sentul Cikampek Karawang	RS Ibu dan Anak Sentul Karawang	RS	Ibu	dan	Anak	Sentul	Karawang						
Jember	RS Ibu dan Anak Srikandi IBI Jember	Jl. KH Agus Salim No. 20	RS Ibu dan Anak Srikandi IBI Jember Jember	RS	Ibu	dan	Anak	Srikandi	IBI	Jember	Jember				
Tangerang	RS Ibu dan Anak Tiara	Jl. Raya serang KM 14.5 No.1	RS Ibu dan Anak Tiara Tangerang	RS	Ibu	dan	Anak	Tiara	Tangerang						
Kota Depok	RS Ibu dan Anak Tumbuh Kembang	Jl. Raya Bogor Km.31 No.23 Cimanggis Kota Depok	RS Ibu dan Anak Tumbuh Kembang Kota Depok	RS	Ibu	dan	Anak	Tumbuh	Kembang	Kota	Depok				
Purbalingga	RS Ibu dan Anak Ummu Hani	Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah	RS Ibu dan Anak Ummu Hani Purbalingga	RS	Ibu	dan	Anak	Ummu	Hani	Purbalingga					
Kota Singkawang	RS Ibu dan Anak Wempe Singkawang	Jln. Gunung Sari No. 10 Kelurahan Pasiran, Kecamatan Singkawang Barat, Kota Singkawang	RS Ibu dan Anak Wempe Singkawang Kota Singkawang	RS	Ibu	dan	Anak	Wempe	Singkawang	Kota	Singkawang				
Kota Tangerang Selatan	RS Ichsan Medical Center	Jl. Raya Jombang No. 56 Bintaro Jaya Jombang Ciputat	RS Ichsan Medical Center Kota Tangerang Selatan	RS	Ichsan	Medical	Center	Kota	Tangerang	Selatan					
Boyolali	RS Indriati Boyolali	Jl. Raya Boyolali Solo KM. 02 Mojosongo Boyolali	RS Indriati Boyolali Boyolali	RS	Indriati	Boyolali	Boyolali								
Kota Tangerang Selatan	RS Insan Permata	Jl. Bhayangkara 1 No. 68	RS Insan Permata Kota Tangerang Selatan	RS	Insan	Permata	Kota	Tangerang	Selatan						
Kota Gorontalo	RS Islam	Jl. Prof. HB. Jassin No.457, Gorontalo	RS Islam Kota Gorontalo	RS	Islam	Kota	Gorontalo								
Nganjuk	RS Islam Aisyiyah Nganjuk	Jl. Imam Bonjol No. 20 Nganjuk	RS Islam Aisyiyah Nganjuk Nganjuk	RS	Islam	Aisyiyah	Nganjuk	Nganjuk							
Kota Blitar	RS Islam Aminah	Jl. Kenari No. 54 Blitar	RS Islam Aminah Kota Blitar	RS	Islam	Aminah	Kota	Blitar							
Kota Tangerang Selatan	RS Islam Asshobirin	Jl Raya Serpong Km 11 Pondok Jagung Tangerang Selatan	RS Islam Asshobirin Kota Tangerang Selatan	RS	Islam	Asshobirin	Kota	Tangerang	Selatan						
Ogan Komering Ulu Timur	RS Islam At-Taqwa Gumawang	Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya	RS Islam At-Taqwa Gumawang Ogan Komering Ulu Timur	RS	Islam	At-Taqwa	Gumawang	Ogan	Komering	Ulu	Timur				
Purbalingga	RS Islam At-Tin Husada	Jl. Mayjen Soengkono No. 9 Purbalingga	RS Islam At-Tin Husada Purbalingga	RS	Islam	At-Tin	Husada	Purbalingga							
Kota Banjarmasin	RS Islam Banjarmasin	Jl. Letjend S. Parman No. 88, Banjarmasin	RS Islam Banjarmasin Kota Banjarmasin	RS	Islam	Banjarmasin	Kota	Banjarmasin							
Kota Bontang	RS Islam Bontang	Jl. Brigjen Katamso No.40	RS Islam Bontang Kota Bontang	RS	Islam	Bontang	Kota	Bontang							
Boyolali	RS Islam Boyolali	Jl. Raya Boyolali Klaten Kemiri Mojosongo	RS Islam Boyolali Boyolali	RS	Islam	Boyolali	Boyolali								
Kota Surabaya	RS Islam Darus Syifa	Jl. Raya Benowo No.5,Surabaya	RS Islam Darus Syifa Kota Surabaya	RS	Islam	Darus	Syifa	Kota	Surabaya						
Kota Makassar	RS Islam Faisal	Jl. AP Pettarani ,Makasar	RS Islam Faisal Kota Makassar	RS	Islam	Faisal	Kota	Makassar							
Banyuwangi	RS Islam Fatimah	Jl. Jember nomor 25, Kelurahan Kalirejo, Kab. Banyuwangi	RS Islam Fatimah Banyuwangi	RS	Islam	Fatimah	Banyuwangi								
Sumenep	RS Islam Garam Kalianget	Jl. Raya Kalianget No.1, Kab Sumenep	RS Islam Garam Kalianget Sumenep	RS	Islam	Garam	Kalianget	Sumenep							
Pidie	RS Islam Ibnu Sina Sigli	Jl Lingkar Keunire no 21-24, Gampong Cot	RS Islam Ibnu Sina Sigli Pidie	RS	Islam	Ibnu	Sina	Sigli	Pidie						
Kota Jakarta Timur	RS Islam Jakarta Pondok Kopi	Jl. Raya Pondok Kopi Jakarta Timur	RS Islam Jakarta Pondok Kopi Kota Jakarta Timur	RS	Islam	Jakarta	Pondok	Kopi	Kota	Jakarta	Timur				
Lumajang	RS Islam Lumajang	Jl. Kyai Muksin nomor 19 Kelurahan Tompokersan Kec. Lumajang Kab. Lumajang	RS Islam Lumajang Lumajang	RS	Islam	Lumajang	Lumajang								
Kota Malang	RS Islam Malang	Jl. MT. Haryono No. 139 Malang	RS Islam Malang Kota Malang	RS	Islam	Malang	Kota	Malang							
Lamongan	RS Islam Nashrul Ummah	Jl. Merpati No.62, Lamongan	RS Islam Nashrul Ummah Lamongan	RS	Islam	Nashrul	Ummah	Lamongan							
Kota Palangka Raya	RS Islam PKU Muhammadiyah Palangkaraya	Jl. RTA Milono KM 2.5	RS Islam PKU Muhammadiyah Palangkaraya Kota Palangka Raya	RS	Islam	PKU	Muhammadiyah	Palangkaraya	Kota	Palangka	Raya				
Mojokerto	RS Islam Sakinah	Jl. RA Basuni No.12, Kec. Sooko, Kab. Mojokerto	RS Islam Sakinah Mojokerto	RS	Islam	Sakinah	Mojokerto								
Kota Tangerang	RS Islam Sari Asih Ar-rahmah	Jl. K.S Tubun No.44 Koang Jaya Kec. Karawaci	RS Islam Sari Asih Ar-rahmah Kota Tangerang	RS	Islam	Sari	Asih	Ar-rahmah	Kota	Tangerang					
Sidoarjo	RS Islam Siti Hajar Sidoarjo	Jl. Raden Patah No. 70-72 Sidoarjo	RS Islam Siti Hajar Sidoarjo Sidoarjo	RS	Islam	Siti	Hajar	Sidoarjo	Sidoarjo						
Kota Palembang	RS Islam Siti Khadijah	Jl. Demang Lebar Daun No.26	RS Islam Siti Khadijah Kota Palembang	RS	Islam	Siti	Khadijah	Kota	Palembang						
Kota Padang	RS Islam Siti Rahmah	JL.Raya by Pass KM 15 Air Pacah Padang	RS Islam Siti Rahmah Kota Padang	RS	Islam	Siti	Rahmah	Kota	Padang						
Kota Surabaya	RS Islam Surabaya	Jl. Jend A Yani 2-4 Surabaya	RS Islam Surabaya Kota Surabaya	RS	Islam	Surabaya	Kota	Surabaya							
Sukoharjo	RS Islam Surakarta YARSIS	Jl. Ahmad Yani Mendungan Pabelan Kartasura Sukoharjo	RS Islam Surakarta YARSIS Sukoharjo	RS	Islam	Surakarta	YARSIS	Sukoharjo							
Sleman	RS Islam Yayasan PDHI	Jl Solo Km 12,5 Kalasan Yogyakarta	RS Islam Yayasan PDHI Sleman	RS	Islam	Yayasan	PDHI	Sleman							
Kota Surakarta	RS JIH Solo	Jl. Adi Sucipto No 118 Jajar Laweyan	RS JIH Solo Kota Surakarta	RS	JIH	Solo	Kota	Surakarta							
Bungo	RS Jabal Rahmah Medika	Jl. RM Thaher RT. 015 RW. 005 Kel. Cadika Kec. Rimbo Tengah	RS Jabal Rahmah Medika Bungo	RS	Jabal	Rahmah	Medika	Bungo							
Kota Depok	RS Jantung Diagram	Jl. Cinere Raya No.19	RS Jantung Diagram Kota Depok	RS	Jantung	Diagram	Kota	Depok							
Cirebon	RS Jantung Hasna Medika	Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon	RS Jantung Hasna Medika Cirebon	RS	Jantung	Hasna	Medika	Cirebon							
Kuningan	RS Jantung Hasna Medika Kuningan	Jl. Raya Cigugur Lingkungan Manis RT. 030 RW. 011 Kecamatan Cigugur	RS Jantung Hasna Medika Kuningan Kuningan	RS	Jantung	Hasna	Medika	Kuningan	Kuningan						
Kota Jakarta Barat	RS Jantung dan Pembuluh Darah Harapan Kita	Jl. S. Parman Kav 87, Slipi	RS Jantung dan Pembuluh Darah Harapan Kita Kota Jakarta Barat	RS	Jantung	dan	Pembuluh	Darah	Harapan	Kita	Kota	Jakarta	Barat		
Sleman	RS Jih	Jl Ring Road Utara no. 160 Condongcatur Depok	RS Jih Sleman	RS	Jih	Sleman									
Kota Banda Aceh	RS Jiwa Aceh	Jl. Dr. T. Syarief Thayeb No.25 Banda Aceh	RS Jiwa Aceh Kota Banda Aceh	RS	Jiwa	Aceh	Kota	Banda	Aceh						
Kota Samarinda	RS Jiwa Atma Husada Mahakam	Jl. Kakap No.23 Samarinda	RS Jiwa Atma Husada Mahakam Kota Samarinda	RS	Jiwa	Atma	Husada	Mahakam	Kota	Samarinda					
Kota Bandar Lampung	RS Jiwa Bandar Lampung	Jl. Raya Gd.Tataan KM 13 Bandar Lampung	RS Jiwa Bandar Lampung Kota Bandar Lampung	RS	Jiwa	Bandar	Lampung	Kota	Bandar	Lampung					
Kota Semarang	RS Jiwa Daerah Dr. Amino Gondohutomo	Jl. Brigjen Sudiarto No. 347, Pedurungan, Kota Semarang	RS Jiwa Daerah Dr. Amino Gondohutomo Kota Semarang	RS	Jiwa	Daerah	Dr.	Amino	Gondohutomo	Kota	Semarang				
Klaten	RS Jiwa Daerah Dr. RM. Soedjarwadi	Jalan Ki Pandanaran Km. 2, Klaten	RS Jiwa Daerah Dr. RM. Soedjarwadi Klaten	RS	Jiwa	Daerah	Dr.	RM.	Soedjarwadi	Klaten					
Kota Surakarta	RS Jiwa Daerah Surakarta	Jl. K.H. Dewantoro 80, Jebres, Surakarta	RS Jiwa Daerah Surakarta Kota Surakarta	RS	Jiwa	Daerah	Surakarta	Kota	Surakarta						
Malang	RS Jiwa Dr. Radjiman Wediodiningrat Lawang	Jl. A. Yani, Lawang, Malang, Jawa Timur	RS Jiwa Dr. Radjiman Wediodiningrat Lawang Malang	RS	Jiwa	Dr.	Radjiman	Wediodiningrat	Lawang	Malang					
Kota Jakarta Barat	RS Jiwa Dr. Soeharto Heerjan	Jl. Prof.Dr.Latumeten No. 1 Jakarta Barat	RS Jiwa Dr. Soeharto Heerjan Kota Jakarta Barat	RS	Jiwa	Dr.	Soeharto	Heerjan	Kota	Jakarta	Barat				
Kota Jakarta Timur	RS Jiwa Duren Sawit	Jl. Duren Sawit Baru Jakarta Timur	RS Jiwa Duren Sawit Kota Jakarta Timur	RS	Jiwa	Duren	Sawit	Kota	Jakarta	Timur					
Kota Palembang	RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan	Jl. Tembus Terminal No. 02, KM. 12 Kecamatan Alang Alang Lebar Kota Palembang	RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan Kota Palembang	RS	Jiwa	Ernaldi	Bahar	Provinsi	Sumatera	Selatan	Kota	Palembang			
