"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"120","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","081388871708","32","3216",2021-08-15 20:56:08,"COVID-19"
"121","RS Umum Bunda Mulia","Jl. Imam Bonjol No. 80","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","4 jam","081232618989","32","3216",2021-08-15 20:56:08,"COVID-19"
"122","RS Umum Harapan Keluarga Jababeka","Jl. Kasuari Raya Kav. IA & 1B Cikarang Baru","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","5 jam","087784755791","32","3216",2021-08-15 20:56:08,"COVID-19"
"123","RS Umum Medirossa 2","Jl. Raya Cibarusah, Ds Sindang Mulya No. 5 Cibarusah","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","6 jam","081398667062","32","3216",2021-08-15 20:56:08,"COVID-19"
"124","RS Ananda Babelan","Jl. Raya Babelan KM. 9.6 RT/RW 002/001 Kelurahan Kebalen Kecamatan Babelan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","6 jam","082114950240","32","3216",2021-08-15 20:56:08,"COVID-19"
"125","RS Umum Sentra Medika","Jl. Raya Industri Pasirgombong Cikarang ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","7 jam","085886663754","32","3216",2021-08-15 20:56:08,"COVID-19"
"126","RS Umum Permata Keluarga Jababeka","Jl. DR. Cipto Mangunkusumo Blok A Nomor  1 A Medical City Kota Jababeka ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","082112722965","32","3216",2021-08-15 20:56:08,"COVID-19"
"127","RS Hermina Metland ","Perumahan Metland Cibitung","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","10 jam","hotline tidak tersedia","32","3216",2021-08-15 20:56:08,"COVID-19"
"128","RS Umum Bhakti Husada","Jl. R. E. Martadinata (By Pass) Cikarang - Bekasi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","0218900530","32","3216",2021-08-15 20:56:08,"COVID-19"
"129","RS Grha MM2100","Jl. Kalimantan Blok CB No.1 Kawasan Industri MM2100, Gandasari, Cikarang Barat","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","10 jam","02150570999","32","3216",2021-08-15 20:56:08,"COVID-19"
"130","RS Umum Hermina Grand Wisata","Jl. Festival Boulevard Blok J A1 No.1 Lambang Sari Tambun Selatan Bekasi","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","11 jam","02182651212","32","3216",2021-08-15 20:56:08,"COVID-19"
"131","RS Umum Metro Hospitals","Jl.Anggrek I B2/2 RT 01/11 Kec Mekar Mukti","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","12 jam","02189835223","32","3216",2021-08-15 20:56:08,"COVID-19"
"132","RS Umum Annisa","Jl. Cikarang Baru No.31 Cikarang Utara Bekasi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","13 jam","081219792097","32","3216",2021-08-15 20:56:08,"COVID-19"
"133","RS Umum Omni Cikarang","Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","02129779999","32","3216",2021-08-15 20:56:08,"COVID-19"
"134","RS Mitra Medika Narom","Jl. Desa Jatiwangi Cikedokan Kp. Kamurang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","13 jam","02189983741","32","3216",2021-08-15 20:56:08,"COVID-19"
"135","Siloam Hospitals Lippo Cikarang","Jl. MH Thamrin Kav.105 Bekasi","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","02129636911","32","3216",2021-08-15 20:56:08,"COVID-19"
"136","RS Umum Ridhoka Salma","Jl. Raya Imam Bonjol No 7 Cikarang Barat","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","02189116527","32","3216",2021-08-15 20:56:08,"COVID-19"
"137","RS Amanda Cikarang Selatan","Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","0218971643","32","3216",2021-08-15 20:56:08,"COVID-19"
"138","RS Umum Amanda","Jl. Raya Industri No. 36 Cikarang Utara","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","32 jam","02189103333","32","3216",2021-08-15 20:56:08,"COVID-19"
"139","RS Umum Asri Medika","Jl. Citanduy Raya Blok 11 No 1 Cikarang Utara","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","38 jam","02189142968-69","32","3216",2021-08-15 20:56:08,"COVID-19"
"140","RS Uni Medika Setu Bekasi","Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu","Bed IGD Penuh!","tanpa antrian pasien.","2 menit","085891000553","32","3216",2021-08-15 20:56:08,"COVID-19"
"141","RS Umum Cikarang Medika","Jl. KH. Fudholi No. 78 Cikarang Utara","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","02129568832","32","3216",2021-08-15 20:56:08,"COVID-19"
"142","RS Umum Tarumajaya","Jalan Raya Tarumajaya No. 1B, Pantai Makmur Tarumajaya, Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","02188992337","32","3216",2021-08-15 20:56:08,"COVID-19"
"143","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0218827554","32","3216",2021-08-15 20:56:08,"COVID-19"
"144","RS Umum Daerah dr. H. Marsidi Judono","Jl. Jend. Sudirman Km 5,5 Desa Aik Rayak Tanjungpandan","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","10 jam","071922190","19","1902",2021-08-15 20:56:09,"COVID-19"
"145","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","081949244641","19","1906",2021-08-15 20:56:10,"COVID-19"
"146","RS Umum Daerah MGR Gabriel Manek"," Jl. Dr Sutomo No.2 Atambua","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","34 jam","082147511229","53","5306",2021-08-15 20:56:10,"COVID-19"
"147","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","hotline tidak tersedia","53","5306",2021-08-15 20:56:10,"COVID-19"
"148","RS Umum Daerah  Kec.Mandau","Jl Stadion No.10 Duri Bengkalis","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","0765596341","14","1408",2021-08-15 20:56:11,"COVID-19"
"149","RS Umum Daerah  Bengkalis","Jl Kelapapati Tengah No.90, Bengkalis","Bed IGD Penuh!","tanpa antrian pasien.","2 menit","07667008400","14","1408",2021-08-15 20:56:11,"COVID-19"
"150","RS Umum PT. Chevron Pacific Indonesia","Komplek Merapi Camp PT Chevron Pacific Indonesia Duri","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","hotline tidak tersedia","14","1408",2021-08-15 20:56:11,"COVID-19"
"151","RS Umum Bethesda Serukam","Serukam Kec. Samalantan Kab. Bengkayang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","35 jam","085650849321","61","6102",2021-08-15 20:56:11,"COVID-19"
"152","RS Umum Daerah Hasanuddin Damrah Manna","Jl. Raya Padang Panjang Manna Kabupaten Bengkulu Selatan","Bed IGD Penuh!","tanpa antrian pasien.","1 jam","085381637684","17","1701",2021-08-15 20:56:13,"COVID-19"
"153","RS Umum Daerah Bengkulu Tengah","   Jl. Raya Bengkulu - Kepahiang  Km.27,5 Desa Durian Demang Kecamatan Karang Tinggi Kabupaten Bengk","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","0736734259","17","1709",2021-08-15 20:56:13,"COVID-19"
"154","RS Umum Daerah Talisayan","Jl. Sultan Hasanuddin Poros Talisayan Kode Pos 77321","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","082188178110","64","6405",2021-08-15 20:56:14,"COVID-19"
"155","RS Umum Daerah Dr. Abdul Rivai","Jl. Pulau Panjang No.276 Tanjung Redeb","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","081250599910","64","6405",2021-08-15 20:56:14,"COVID-19"
"156","RS Umum Bima"," Jl. Langsat No. 1 Raba Kota Bima","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","11 jam","081353536046","52","5206",2021-08-15 20:56:15,"COVID-19"
"157","RS Umum Daerah Srengat Kab. Blitar","Jl. Raya Dandong RT. 02/RW. 03 Kec. Srengat","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","1 jam","03425651555","35","3505",2021-08-15 20:56:16,"COVID-19"
"158","RS Umum Ananda","Jl. Mastrip No. 14 Srengat Kab. Blitar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","0342553472","35","3505",2021-08-15 20:56:16,"COVID-19"
"159","RS Umum Daerah Ngudi Waluyo Wlingi","Jl. Dr. Sucipto No. 5 Wlingi","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","3 jam","0342691006","35","3505",2021-08-15 20:56:16,"COVID-19"
"160","RS Umum Medika Utama","Jl. Kusuma Bangsa No. 1 Kanigoro Blitar 66171","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","11 jam","0342442555","35","3505",2021-08-15 20:56:16,"COVID-19"
"161","RS Umum  Aulia Blitar","Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","0342444168","35","3505",2021-08-15 20:56:16,"COVID-19"
"162","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","0342692999","35","3505",2021-08-15 20:56:16,"COVID-19"
"163","RS Umum Al-Ittihad","Jl. Raya Togogan, Srengat, Kab. Blitar","Bed IGD Penuh!","tanpa antrian pasien.","54 menit","03425650203","35","3505",2021-08-15 20:56:16,"COVID-19"
"164","RS Umum Wava Husada Kesamben","Jl. Raya Kesamben Jugo, Kesamben, Kab. Blitar","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","0342331999","35","3505",2021-08-15 20:56:16,"COVID-19"
"165","RS Umum Daerah Dr. R. Soeprapto Cepu"," Jl. Ronggolawe No. 50,Cepu","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","52 menit","0296421026","33","3316",2021-08-15 20:56:16,"COVID-19"
"166","RS Umum Permata Blora","Jl. Reksodiputro No.57,Blora","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","54 menit","081229021229","33","3316",2021-08-15 20:56:16,"COVID-19"
"167","RS Umum PKU Muhammdiyah Blora","Jl. Raya Blora-Cepu Km 3 Jepon, Seso","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","4 jam","hotline tidak tersedia","33","3316",2021-08-15 20:56:16,"COVID-19"
"168","RS Umum PKU Muhammadiyah Cepu","Jl. Ronggolawe No.137,Cepu","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","0296421727","33","3316",2021-08-15 20:56:16,"COVID-19"
"169","RS Umum Bantuan Blora","Jl. Dr. Sutomo No.45, Blora","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","15 jam","0296531041","33","3316",2021-08-15 20:56:16,"COVID-19"
"170","RS Umum Daerah Tani dan Nelayan"," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","081355563336","75","7501",2021-08-15 20:56:16,"COVID-19"
"171","RS Umum Daerah DR. Ir. Iwan Bokings Kab. Boalemo","Jl. Trans Sulawesi, Desa Tangkobu, Paguyaman, Boalemo","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","085242503450","75","7501",2021-08-15 20:56:16,"COVID-19"
"172","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","kurang dari 1 menit","082119041792","32","3201",2021-08-15 20:56:17,"COVID-19"
"173","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","kurang dari 1 menit","02189934668","32","3201",2021-08-15 20:56:17,"COVID-19"
"174","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor","Tersedia 19 bed kosong IGD","tanpa antrian pasien.","2 menit","0251 8643490","32","3201",2021-08-15 20:56:17,"COVID-19"
"175","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","10 menit","02518253630","32","3201",2021-08-15 20:56:17,"COVID-19"
"176","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","24 menit","02187911000","32","3201",2021-08-15 20:56:17,"COVID-19"
"177","RS Umum Daerah Cibinong","JL. KSR Dadi Kusmayadi No. 27 Cibinong Bogor","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","2 jam","082124717632","32","3201",2021-08-15 20:56:17,"COVID-19"
"178","RS Umum Family Medical Center","Jl. Raya Bogor Km.51 Ciluar, Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","02518665000","32","3201",2021-08-15 20:56:17,"COVID-19"
"179","RS Sentosa","Jl. Raya Kemang No. 18 Desa Pondok Udik Kec. Kemang Kab. Bogor","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","4 jam","02517541900","32","3201",2021-08-15 20:56:17,"COVID-19"
"180","RS Umum Mary Cileungsi Hijau","Jl. Raya Narogong Km 21 Cileungsi Bogor","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","10 jam","02182492222","32","3201",2021-08-15 20:56:17,"COVID-19"
"181","RS Umum MH. Thamrin","Jl. Raya Narogong Km.16, Limus Nunggal Cileungsi, Bogor","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","11 jam","085157274461","32","3201",2021-08-15 20:56:17,"COVID-19"
"182","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","11 jam","02518626666","32","3201",2021-08-15 20:56:17,"COVID-19"
"183","RS Pena 98","Jl. Pemuda No. 36 RT 001 RW 007 Desa Pengasinan Kecamatan Gunung Sindur ","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","12 jam","02175874401","32","3201",2021-08-15 20:56:17,"COVID-19"
"184","RS EMC Sentul","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","087700141777","32","3201",2021-08-15 20:56:17,"COVID-19"
"185","RS Eka Hospital","Perum Kota Wisata Kav. V2, Desa Nagrak, Kec. Gunung Putri Kab. Bogor","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","27 jam","02150855577","32","3201",2021-08-15 20:56:17,"COVID-19"
"186","RS Umum Permata Jonggol","Jl. Raya Cileungsi - Jonggol, Km. 1, Sukamanah - Jonggol","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","36 jam","02189931222","32","3201",2021-08-15 20:56:17,"COVID-19"
"187","RS Ibu dan Anak Kenari Graha Medika","Griya Kenari Mas Blok B2 Cileungsi Bogor","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","36 jam","0218230426","32","3201",2021-08-15 20:56:17,"COVID-19"
"188","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","36 jam","02187985555","32","3201",2021-08-15 20:56:17,"COVID-19"
"189","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor","Bed IGD Penuh!","tanpa antrian pasien.","5 menit","02183710769","32","3201",2021-08-15 20:56:17,"COVID-19"
"190","RS Helsa Citeureup","Jl. Mayor Oking No 92A Citeureup Bogor","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0218755433","32","3201",2021-08-15 20:56:17,"COVID-19"
"191","RS Umum Dr. Muhamad Hassan Toto","Jl. Sardjio No. 1, Semplak Kec. Kemang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","02517535976","32","3201",2021-08-15 20:56:17,"COVID-19"
"192","RS Umum Rumah Sehat Terpadu Dompet Dhuafa","Jl. Raya Parung KM 42 Bogor","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","087709923187","32","3201",2021-08-15 20:56:17,"COVID-19"
"193","RS Umum Asysyifaa","Jl. Raya Leuwiliang Cibeber 1 Kab Bogor 16640","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","0251641142","32","3201",2021-08-15 20:56:17,"COVID-19"
"194","RS Umum Trimitra","Jl. Raya Jakarta Bogor Km.43, Cibinong","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","0218763055","32","3201",2021-08-15 20:56:17,"COVID-19"
"195","RS Umum Sentra Medika Cibinong","Jl. Mayor Oking Jaya Atmaja No.9 Bogor","Bed IGD Penuh!","dengan antrian 15 pasien","26 menit","hotline tidak tersedia","32","3201",2021-08-15 20:56:17,"COVID-19"
"196","RS Ibu dan Anak Fatma","JL Lettu Suyitno No 2 Desa Campurejo Kecamatan Bojonegoro Kabupaten Bojonegoro","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","5 menit","0353571576","35","3522",2021-08-15 20:56:17,"COVID-19"
"197","RS umum Daerah Padangan","Jl. Dr. Soetomo No. 2 Padangan, Bojonegoro","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","21 menit","081230362648)","35","3522",2021-08-15 20:56:17,"COVID-19"
"198","RS Umum Muhammadiyah Kalitidu","Jl.Raya Kalitidu Cepu No. 266","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","30 menit","0353511731","35","3522",2021-08-15 20:56:17,"COVID-19"
"199","RS Umum Daerah Sumberrejo","Jl. Raya No. 231 Sumberrejo, Bojonegoro","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","50 menit","0353331530","35","3522",2021-08-15 20:56:17,"COVID-19"
"200","RS Bhayangkara Wahyu Tutuko Bojonegoro ","Jl. Panglima Sudirman No 168-169","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","51 menit","081216771588","35","3522",2021-08-15 20:56:17,"COVID-19"
"201","RS Muslimat NU Muna Anggita Bojonegoro","Jl. Ahmad Yani No. 10A Bojonegoro","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","2 jam","0353884147","35","3522",2021-08-15 20:56:17,"COVID-19"
"202","RS Umum Muhamadiyah Sumberejo","Jl. Raya Sumberrejo 1193 Bojonegoro","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","4 jam","08113348118","35","3522",2021-08-15 20:56:17,"COVID-19"
"203","RS Umum Aisyiyah Bojonegoro","Jl. Hasyim Asyari 17 Bojonegoro","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","11 jam","0353881748","35","3522",2021-08-15 20:56:17,"COVID-19"
"204","RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo"," Jl. Veteran No 36, Bojonegoro","Tersedia 17 bed kosong IGD","tanpa antrian pasien.","13 jam","08113224972","35","3522",2021-08-15 20:56:17,"COVID-19"
"205","RS Umum Ibnu Sina Bojonegoro","Jl. Lisman No.7 Campurejo","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","0353883238","35","3522",2021-08-15 20:56:17,"COVID-19"
"206","RS Umum Datoe Binangkang","Jl. Trans Sulawesi Desa Lolak II Kec. Lolak Sulawesi Utara","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","8 jam","085240594048","71","7101",2021-08-15 20:56:18,"COVID-19"
"207","RS Umum dr. H.Koesnadi Bondowoso"," Jl. Piere Tendean No. 3 Bondowoso","Tersedia 18 bed kosong IGD","tanpa antrian pasien.","11 jam","0332421974","35","3511",2021-08-15 20:56:21,"COVID-19"
"208","RS Umum Daerah La Patarai","Jl. Lasawedi Kel.Coppo Kec.Barru Kab.Barru","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","35 jam","085259104164","73","7311",2021-08-15 20:56:21,"COVID-19"
"209","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","7 jam","085394107787","75","7504",2021-08-15 20:56:22,"COVID-19"
"210","RS Umum Daerah Toto Kabila","Jl.Kesehatan no 25,  kec.Tilongkabila, kab.Bone Bolango","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081356906694","75","7504",2021-08-15 20:56:22,"COVID-19"
"211","RS Umum Daerah Pandan Arang Boyolali","Jl. Kantil No. 14 Boyolali","Tersedia 30 bed kosong IGD","tanpa antrian pasien.","21 menit","0276321065","33","3309",2021-08-15 20:56:26,"COVID-19"
"212","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","26 menit","02763294719","33","3309",2021-08-15 20:56:26,"COVID-19"
"213","RS Umum Daerah Waras Wiris"," Jl. Raya Karanggede - Gemolong Km. 13 Andong Kab.Boyolali ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","48 menit","02712933002","33","3309",2021-08-15 20:56:26,"COVID-19"
"214","RS Umum Umi Barokah","Jl.Prof.DR.Soeharso No.6 Tegal Rejo,Boyolali","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","48 menit","0276321452","33","3309",2021-08-15 20:56:26,"COVID-19"
"215","RS Indriati Boyolali","Jl. Raya Boyolali Solo KM. 02 Mojosongo Boyolali","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","2 jam","02763280111","33","3309",2021-08-15 20:56:26,"COVID-19"
"216","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","3 jam","0276324614","33","3309",2021-08-15 20:56:26,"COVID-19"
"217","RS Umum Islam Boyolali","Jl. Raya Boyolali Klaten Kemiri Mojosongo","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","9 jam","(0276) 3282158","33","3309",2021-08-15 20:56:26,"COVID-19"
"218","RS Umum PKU Aisyiyah Boyolali","Jl. Pasar Sapi Baru Singkil - Karanggeneng - Boyolali","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","11 jam","0276322898","33","3309",2021-08-15 20:56:26,"COVID-19"
"219","RS Umum Natalia","Jl. Teratai No. 15 Pulisen Boyolali","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0276325302","33","3309",2021-08-15 20:56:26,"COVID-19"
"220","RS Umum Islam Banyubening Boyolali ","Dukuh Ngargorejo,Desa Ngargorejo Kec.Ngemplak","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","0276320088","33","3309",2021-08-15 20:56:26,"COVID-19"
"221","RS Umum Alam Medica ","JL. P. DIPONEGORO NO 609 JATISAWIT, BUMIAYU","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 menit","0289430822","33","3329",2021-08-15 20:56:26,"COVID-19"
"222","RS Umum Muhammadiyah Siti Aminah","Jl. P. Diponegoro Desa Jatisawit Kecamatan Bumiayu Kabupaten Brebes","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","15 menit","082320004200","33","3329",2021-08-15 20:56:26,"COVID-19"
"223","RS Ibu dan Anak Permata Insani","Jl. Yos sudarso No 38","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","18 menit","0283673333","33","3329",2021-08-15 20:56:26,"COVID-19"
"224","RS Umum Daerah Bumiayu","  Jl. KH. Ahmad Dahlan KM.01 Bumiayu","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","20 menit","0289432347","33","3329",2021-08-15 20:56:26,"COVID-19"
"225","RS Umum Islami Mutiara Bunda","Jl. Raya Pantura Cenderawasih kecamatan Tanjung kabupaten Brebes","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","26 menit","0283877222","33","3329",2021-08-15 20:56:26,"COVID-19"
"226","RS Umum Siti Asiyah","Jl. Pasar Wage, Bumiayu, Brebes","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","28 menit","0289430581","33","3329",2021-08-15 20:56:26,"COVID-19"
